test_img_path,label
Test_images\0\0_1.jpg,0
Test_images\0\0_2.jpg,0
Test_images\0\0_3.jpg,0
Test_images\0\0_4.jpg,0
Test_images\0\0_5.jpg,0
Test_images\1\1_1.jpg,1
Test_images\1\1_2.jpg,1
Test_images\1\1_3.jpg,1
Test_images\1\1_4.jpg,1
Test_images\1\1_5.jpg,1
Test_images\2\2_1.jpg,2
Test_images\2\2_2.jpg,2
Test_images\2\2_3.jpg,2
Test_images\2\2_4.jpg,2
Test_images\2\2_5.jpg,2
Test_images\3\3_1.jpg,3
Test_images\3\3_2.jpg,3
Test_images\3\3_3.jpg,3
Test_images\3\3_4.jpg,3
Test_images\3\3_5.jpg,3
Test_images\4\4_1.png,4
Test_images\4\4_2.png,4
Test_images\4\4_3.png,4
Test_images\4\4_4.png,4
Test_images\4\4_5.png,4
Test_images\5\5_1.png,5
Test_images\5\5_2.png,5
Test_images\5\5_3.png,5
Test_images\5\5_4.png,5
Test_images\5\5_5.png,5
Test_images\6\6_1.jpg,6
Test_images\6\6_2.jpg,6
Test_images\6\6_3.jpg,6
Test_images\6\6_4.jpg,6
Test_images\6\6_5.jpg,6
Test_images\7\7_1.jpg,7
Test_images\7\7_2.jpg,7
Test_images\7\7_3.jpg,7
Test_images\7\7_4.jpg,7
Test_images\7\7_5.jpg,7
Test_images\8\8_1.jpg,8
Test_images\8\8_2.jpg,8
Test_images\8\8_3.jpg,8
Test_images\8\8_4.jpg,8
Test_images\8\8_5.jpg,8
Test_images\9\9_1.jpg,9
Test_images\9\9_2.jpg,9
Test_images\9\9_3.jpg,9
Test_images\9\9_4.jpg,9
Test_images\9\9_5.jpg,9
